EAN-13|9780802142733|2007-09-01T21:25:43+00:00
EAN-13+5|978080214273351600|2007-09-01T21:25:45+00:00
EAN-13+5|978045145956551495|2007-09-01T21:26:20+00:00
EAN-13+5|978080271510451595|2007-09-01T21:27:33+00:00
EAN-13|9780349117621|2007-09-01T21:28:35+00:00
EAN-13+5|978159184069551500|2007-09-01T21:29:23+00:00
EAN-13+5|978014303658651600|2007-09-01T21:30:45+00:00
EAN-13|9780465038282|2007-09-01T21:30:52+00:00
EAN-13+5|978046503828252600|2007-09-01T21:30:54+00:00
EAN-13+5|978067172104651800|2007-09-01T21:31:23+00:00
EAN-13+5|978006050293550799|2007-09-01T21:32:13+00:00
EAN-13+5|232101125462500295|2007-09-01T21:32:17+00:00
EAN-13+5|978044661082750699|2007-09-01T21:32:20+00:00
EAN-13+5|232101014061500395|2007-09-01T21:32:24+00:00
EAN-13|9780446610834|2007-09-01T21:32:27+00:00
EAN-13+5|280076535279000799|2007-09-01T21:32:31+00:00
EAN-13+5|978076535279850799|2007-09-01T21:32:35+00:00
EAN-13+5|280015205556300695|2007-09-01T21:32:40+00:00
EAN-13+5|232501101969700695|2007-09-01T21:32:48+00:00
EAN-13+5|978015205300050695|2007-09-01T21:33:54+00:00
EAN-13+5|280076534306400699|2007-09-01T21:34:17+00:00
EAN-13+5|978076534306250699|2007-09-01T21:34:20+00:00
EAN-13+5|280081257049800699|2007-09-01T21:34:25+00:00
EAN-13+5|978081257049650699|2007-09-01T21:34:27+00:00
UPCA+5|03714500699457199|2007-09-01T21:34:32+00:00
EAN-13+5|978081257199850699|2007-09-01T21:34:34+00:00
EAN-13+5|978081258037250699|2007-09-01T21:34:40+00:00
EAN-13+5|232101136607600495|2007-09-01T21:34:42+00:00
EAN-13+5|978081256699450699|2007-09-01T21:35:01+00:00
EAN-13+5|978076531325652795|2007-09-01T21:35:18+00:00
EAN-13+5|280076530941102495|2007-09-01T21:35:28+00:00
EAN-13+5|280055380150902800|2007-09-01T21:35:36+00:00
EAN-13+5|280043978454402999|2007-09-01T21:35:40+00:00
EAN-13+5|978045145965752495|2007-09-01T21:35:43+00:00
EAN-13+5|280031285684902595|2007-09-01T21:35:46+00:00
EAN-13+5|232101154016201995|2007-09-01T21:35:49+00:00
EAN-13+5|978076530930352495|2007-09-01T21:36:43+00:00
EAN-13+5|978076531347852495|2007-09-01T21:37:00+00:00
EAN-13|9780765309297|2007-09-01T21:37:05+00:00
EAN-13+5|280031285581102595|2007-09-01T21:37:08+00:00
EAN-13+5|280031285582802795|2007-09-01T21:37:13+00:00
EAN-13+5|978031285582652795|2007-09-01T21:37:15+00:00
EAN-13+5|978031286478152595|2007-09-01T21:37:19+00:00
EAN-13+5|280044101403502495|2007-09-01T21:37:23+00:00
EAN-13+5|978044101159952395|2007-09-01T21:37:26+00:00
EAN-13+5|978044101072152395|2007-09-01T21:37:31+00:00
EAN-13+5|280076531331902495|2007-09-01T21:37:34+00:00
EAN-13+5|978044100938152295|2007-09-01T21:37:43+00:00
EAN-13+5|280076535346900599|2007-09-01T21:38:34+00:00
EAN-13+5|978158234603851595|2007-09-01T21:38:39+00:00
EAN-13+5|978193084625852495|2007-09-01T21:39:09+00:00
EAN-13+5|978076530664751395|2007-09-01T21:39:16+00:00
EAN-13+5|280076530664901395|2007-09-01T21:39:17+00:00
EAN-13+5|978034546229951495|2007-09-01T21:39:42+00:00
EAN-13+5|978034546105651595|2007-09-01T21:39:54+00:00
Code 128|065671282400159500000003|2007-09-01T21:39:58+00:00
EAN-13+5|978031287364651595|2007-09-01T21:40:17+00:00
EAN-13+5|978031287363951495|2007-09-01T21:40:23+00:00
EAN-13+5|978031287257151595|2007-09-01T21:40:25+00:00
EAN-13|9780380788620|2007-09-01T21:40:28+00:00
EAN-13+5|978044100401051295|2007-09-01T21:40:31+00:00
EAN-13+5|978044100800151495|2007-09-01T21:40:33+00:00
EAN-13+5|978031286039451195|2007-09-01T21:40:37+00:00
EAN-13+5|978055338095851395|2007-09-01T21:40:39+00:00
EAN-13+5|978044100861251395|2007-09-01T21:40:43+00:00
EAN-13|9780312852368|2007-09-01T21:40:46+00:00
EAN-13+5|978031286394451495|2007-09-01T21:40:50+00:00
EAN-13+5|978031289017951495|2007-09-01T21:40:54+00:00
EAN-13+5|978031289018651495|2007-09-01T21:40:56+00:00
EAN-13+5|978034542204051200|2007-09-01T21:40:59+00:00
EAN-13+5|978031219275491795|2007-09-01T21:41:04+00:00
EAN-13+5|978031287049251395|2007-09-01T21:41:08+00:00
EAN-13+5|978067157827552400|2007-09-01T21:41:45+00:00
EAN-13+5|978074343533852500|2007-09-01T21:42:04+00:00
EAN-13+5|978067187743952200|2007-09-01T21:42:07+00:00
EAN-13+5|978038097901152500|2007-09-01T21:42:12+00:00
EAN-13+5|232100593345101695|2007-09-01T21:42:17+00:00
EAN-13+5|978038097902852495|2007-09-01T21:43:02+00:00
EAN-13+5|978006057462852495|2007-09-01T21:43:05+00:00
EAN-13+5|978038097365152600|2007-09-01T21:43:10+00:00
EAN-13|9781857239690|2007-09-01T21:43:13+00:00
EAN-13+5|978067103668352395|2007-09-01T21:43:17+00:00
EAN-13+5|978076530302852495|2007-09-01T21:43:19+00:00
EAN-13+5|978076530502252495|2007-09-01T21:43:22+00:00
EAN-13+5|978076530503952495|2007-09-01T21:43:25+00:00
EAN-13+5|978038097742052795|2007-09-01T21:44:01+00:00
EAN-13+5|280006052386402795|2007-09-01T21:44:07+00:00
EAN-13+5|978006052387952795|2007-09-01T21:44:11+00:00
